"Данные","Тип","Из","В","Метки","Сумма","Валюта","Сумма в др.валюте","Др.валюта","Повторение","Заметка"
"04.01.2021","Расход","Тинькофф","Продукты","","255","RUB","255","RUB","Нет",""
"04.01.2021","Расход","Тинькофф","Транспорт","Такси","114","RUB","114","RUB","Нет",""
"05.01.2021","Расход","Тинькофф","Транспорт","Такси","77","RUB","77","RUB","Нет",""
"05.01.2021","Расход","Тинькофф","Вещи","","3523","RUB","3523","RUB","Нет","Скетчерсы на замену Паоло конте "
"05.01.2021","Расход","Тинькофф","Транспорт","Такси","49","RUB","49","RUB","Нет",""
"05.01.2021","Расход","Тинькофф","Транспорт","Такси","10","RUB","10","RUB","Нет",""
"05.01.2021","Перевод","Вклад","Сбербанк Deposit","Капитализация (сбербанк)","2769,02","RUB","2769,02","RUB","Нет",""
"06.01.2021","Расход","Тинькофф","Путешествия","Такси","765","RUB","765","RUB","Нет",""
"06.01.2021","Расход","Тинькофф","Квартплата/Интернет","","100","RUB","100","RUB","Нет",""
"06.01.2021","Расход","Тинькофф","Путешествия","Такси","350","RUB","350","RUB","Нет",""
"06.01.2021","Расход","Тинькофф","Путешествия","","474","RUB","474","RUB","Нет","Столовая"
"06.01.2021","Расход","Тинькофф","Путешествия","","150,57","RUB","150,57","RUB","Нет","Пятерочка "
"06.01.2021","Расход","Тинькофф","Путешествия","","330","RUB","330","RUB","Нет","Вуш "
"06.01.2021","Расход","Тинькофф","Путешествия","Такси","252","RUB","252","RUB","Нет",""
"06.01.2021","Расход","Тинькофф","Путешествия","","300","RUB","300","RUB","Нет","Ужин"
"07.01.2021","Расход","Тинькофф","Путешествия","ЖД","560","RUB","560","RUB","Нет","Билеты на розу хутор"
"07.01.2021","Расход","Тинькофф","Путешествия","","3300","RUB","3300","RUB","Нет","Прогулочные билеты на Розе хутор "
"07.01.2021","Расход","Тинькофф","Путешествия","","200","RUB","200","RUB","Нет","Чай"
"07.01.2021","Расход","Тинькофф","Путешествия","","340","RUB","340","RUB","Нет","Макдак"
"07.01.2021","Расход","Тинькофф","Путешествия","ЖД","560","RUB","560","RUB","Нет","Билеты из розы хутор"
"07.01.2021","Расход","Тинькофф","Путешествия","","600","RUB","600","RUB","Нет","Ужин"
"08.01.2021","Расход","Тинькофф","Путешествия","","200","RUB","200","RUB","Нет","Вуш "
"08.01.2021","Расход","Тинькофф","Путешествия","","1270","RUB","1270","RUB","Нет","Карма еда"
"08.01.2021","Расход","Тинькофф","Путешествия","","150","RUB","150","RUB","Нет","Карма чай"
"08.01.2021","Расход","Тинькофф","Путешествия","","670","RUB","670","RUB","Нет","Вуш"
"08.01.2021","Расход","Тинькофф","Путешествия","","1350","RUB","1350","RUB","Нет","Ужин в рисе"
"08.01.2021","Расход","Тинькофф","Путешествия","Такси","179","RUB","179","RUB","Нет",""
"08.01.2021","Расход","Тинькофф","Путешествия","","595","RUB","595","RUB","Нет","Вуш"
"09.01.2021","Расход","Тинькофф","Путешествия","Такси","313","RUB","313","RUB","Нет",""
"09.01.2021","Расход","Тинькофф","Путешествия","ЖД","240","RUB","240","RUB","Нет","Билеты в Сочи "
"09.01.2021","Расход","Тинькофф","Путешествия","","311","RUB","311","RUB","Нет","Аптека "
"09.01.2021","Расход","Тинькофф","Путешествия","","2030","RUB","2030","RUB","Нет","Яхта в Сочи "
"09.01.2021","Расход","Тинькофф","Путешествия","","1550","RUB","1550","RUB","Нет","Кафе после яхты"
"09.01.2021","Расход","Тинькофф","Путешествия","","455","RUB","455","RUB","Нет","Вуш"
"09.01.2021","Расход","Тинькофф","Путешествия","","240","RUB","240","RUB","Нет","Билеты из Сочи"
"09.01.2021","Расход","Тинькофф","Путешествия","Такси","231","RUB","231","RUB","Нет",""
"09.01.2021","Расход","Тинькофф","Путешествия","","100","RUB","100","RUB","Нет","Аэрохоккей"
"09.01.2021","Расход","Тинькофф","Charity","","200","RUB","200","RUB","Нет",""
"10.01.2021","Расход","Тинькофф","Квартплата/Интернет","Мтс","550","RUB","550","RUB","Нет",""
"10.01.2021","Расход","Тинькофф","Путешествия","","530","RUB","530","RUB","Нет","Завтрак"
"10.01.2021","Расход","Тинькофф","Путешествия","","248","RUB","248","RUB","Нет","Вуш"
"10.01.2021","Расход","Тинькофф","Путешествия","","120","RUB","120","RUB","Нет","Сникерс и сушки "
"10.01.2021","Расход","Тинькофф","Путешествия","","585","RUB","585","RUB","Нет","Ужин"
"10.01.2021","Расход","Тинькофф","Путешествия","","595","RUB","595","RUB","Нет","Вуш"
"10.01.2021","Расход","Тинькофф","Путешествия","","122","RUB","122","RUB","Нет","Вуш"
"11.01.2021","Расход","Тинькофф","Путешествия","","95","RUB","95","RUB","Нет","Вуш"
"11.01.2021","Расход","Тинькофф","Путешествия","","110","RUB","110","RUB","Нет","Вуш "
"11.01.2021","Расход","Тинькофф","Путешествия","","122","RUB","122","RUB","Нет","Вуш"
"11.01.2021","Расход","Тинькофф","Путешествия","","1480","RUB","1480","RUB","Нет","Карма "
"11.01.2021","Расход","Тинькофф","Путешествия","Такси","89","RUB","89","RUB","Нет",""
"11.01.2021","Расход","Тинькофф","Путешествия","","1500","RUB","1500","RUB","Нет","Музей Теслы "
"11.01.2021","Расход","Тинькофф","Путешествия","","130","RUB","130","RUB","Нет","Мандарины"
"11.01.2021","Перевод","Вклад","Тинькофф Депозит 6 мес (main)","Капитализация (тинькофф)","688,7","RUB","688,7","RUB","Нет",""
"11.01.2021","Перевод","Тинькофф Депозит 6 мес (main)","Тинькофф НС (extra)","","181201,98","RUB","181201,98","RUB","Нет","Закрытие вклада"
"11.01.2021","Перевод","Вклад","Тинькофф Депозит 8 мес","Капитализация (тинькофф)","194,37","RUB","194,37","RUB","Нет",""
"11.01.2021","Перевод","Вклад","Тинькофф Депозит 10 мес","Капитализация (тинькофф)","194,37","RUB","194,37","RUB","Нет",""
"11.01.2021","Перевод","Вклад","Тинькофф Депозит 12 мес","Капитализация (тинькофф)","194,37","RUB","194,37","RUB","Нет",""
"11.01.2021","Перевод","Вклад","Тинькофф Депозит 15 мес","Капитализация (тинькофф)","194,37","RUB","194,37","RUB","Нет",""
"11.01.2021","Перевод","Вклад","Тинькофф Депозит 18 мес","Капитализация (тинькофф)","194,37","RUB","194,37","RUB","Нет",""
"12.01.2021","Расход","Тинькофф","Путешествия","","266","RUB","266","RUB","Нет",""
"12.01.2021","Расход","Тинькофф","Путешествия","","92","RUB","92","RUB","Нет",""
"12.01.2021","Расход","Тинькофф","Путешествия","","430","RUB","430","RUB","Нет",""
"12.01.2021","Расход","Тинькофф","Путешествия","","40","RUB","40","RUB","Нет",""
"12.01.2021","Расход","Тинькофф","Путешествия","","141","RUB","141","RUB","Нет",""
"12.01.2021","Расход","Тинькофф","Путешествия","","95","RUB","95","RUB","Нет",""
"12.01.2021","Расход","Тинькофф","Путешествия","","430","RUB","430","RUB","Нет","Вуш"
"13.01.2021","Расход","Тинькофф","Путешествия","","89","RUB","89","RUB","Нет",""
"13.01.2021","Расход","Тинькофф","Транспорт","Такси","352","RUB","352","RUB","Нет",""
"13.01.2021","Расход","Тинькофф","Продукты","","889","RUB","889","RUB","Нет",""
"13.01.2021","Перевод","Другое","Тинькофф","Cashback/проценты НС","133,31","RUB","133,31","RUB","Нет",""
"13.01.2021","Перевод","Другое","Тинькофф","Cashback/проценты НС","955","RUB","955","RUB","Нет",""
"15.01.2021","Расход","Тинькофф","Квартплата/Интернет","","640","RUB","640","RUB","Нет",""
"15.01.2021","Расход","Тинькофф","Еда","","1880","RUB","1880","RUB","Нет",""
"15.01.2021","Расход","Тинькофф","Продукты","","1251,1","RUB","1251,1","RUB","Нет",""
"16.01.2021","Расход","Тинькофф","Транспорт","Такси","499","RUB","499","RUB","Нет","В декатлон"
"16.01.2021","Расход","Тинькофф","Вещи","","6595","RUB","6595","RUB","Нет","Термобелье и др в декатлоне"
"16.01.2021","Расход","Тинькофф","Вещи","","1499","RUB","1499","RUB","Нет","Рюкзак "
"16.01.2021","Расход","Тинькофф","Вещи","","598","RUB","598","RUB","Нет",""
"16.01.2021","Расход","Тинькофф","Еда","","850","RUB","850","RUB","Нет",""
"16.01.2021","Расход","Тинькофф","Дом","","2214","RUB","2214","RUB","Нет",""
"16.01.2021","Расход","Тинькофф","Продукты","","1136","RUB","1136","RUB","Нет","Тефтели и торт для ребят"
"16.01.2021","Расход","Тинькофф","Транспорт","Такси","435","RUB","435","RUB","Нет",""
"16.01.2021","Расход","Тинькофф","Транспорт","Такси","223","RUB","223","RUB","Нет","Такси от ребят 16.01"
